SYMBOL	STAN	EOREOR
8719202259056	0,000	EOREOR
5904955389188	2,000	EOREOR
5904955389287	1,000	EOREOR
8719987254017	1,000	EOREOR
5904955386286	2,000	EOREOR
8711295604300	0,000	EOREOR
8711295626494	1,000	EOREOR
5904955100479	0,000	EOREOR
5907520008743	0,000	EOREOR
5907520012658	0,000	EOREOR
5907520009634	1,000	EOREOR
5904955211311	4,000	EOREOR
5904955384725	0,000	EOREOR
8719202218251	0,000	EOREOR
5904955200414	0,000	EOREOR
5904955384923	0,000	EOREOR
5904955100585	1,000	EOREOR
5904955100783	0,000	EOREOR
5904955215425	0,000	EOREOR
5904955384268	0,000	EOREOR
5907683679958	3,000	EOREOR
8711295626135	0,000	EOREOR
8718158683786	1,000	EOREOR
5904955214084	0,000	EOREOR
8711295007897	0,000	EOREOR
5904955201589	0,000	EOREOR
5904955201510	0,000	EOREOR
5904955133323	0,000	EOREOR
5904955133316	0,000	EOREOR
5904955134511	0,000	EOREOR
5904955131022	0,000	EOREOR
5904955131015	0,000	EOREOR
5904955200636	0,000	EOREOR
5904955200384	0,000	EOREOR
5904955200421	0,000	EOREOR
5904955200667	1,000	EOREOR
5904955200612	0,000	EOREOR
5904955200827	6,000	EOREOR
8719202259360	0,000	EOREOR
5904955758557	0,000	EOREOR
8719202259582	0,000	EOREOR
8719202259117	0,000	EOREOR
8719202259377	0,000	EOREOR
8719202258981	0,000	EOREOR
8719202259681	0,000	EOREOR
8719202259391	0,000	EOREOR
8719202259025	1,000	EOREOR
8719202813562	0,000	EOREOR
8719202259476	0,000	EOREOR
8719202259032	1,000	EOREOR
8719202259315	0,000	EOREOR
5904955758519	0,000	EOREOR
5904955134528	0,000	EOREOR
5904955134580	0,000	EOREOR
5904955139820	0,000	EOREOR
5904955139882	0,000	EOREOR
5904955381014	5,000	EOREOR
5904955758526	0,000	EOREOR
5904955101315	3,000	EOREOR
5904955101322	1,000	EOREOR
5904955101384	2,000	EOREOR
8711295253508	0,000	EOREOR
8719202259599	0,000	EOREOR
5904955381229	0,000	EOREOR
5904955384282	0,000	EOREOR
5904955131046	0,000	EOREOR
5904182441284	0,000	EOREOR
5904182441307	0,000	EOREOR
5907544417019	2,000	EOREOR
5907553505844	0,000	EOREOR
5901828855276	1,000	EOREOR
8000625089222	0,000	EOREOR
6411501511553	0,000	EOREOR
5010646054935	2,000	EOREOR
4078500010245	0,000	EOREOR
4078500024167	1,000	EOREOR
00044899	1,000	EOREOR
	0,000	EOREOR
4015933008081	0,000	EOREOR
5904235000956	0,000	EOREOR
5904235000970	6,000	EOREOR
5900000010960	0,000	EOREOR
5904235000963	1,000	EOREOR
5904235005289	1,000	EOREOR
5904235008051	5,000	EOREOR
5904235007207	3,000	EOREOR
5904235007214	4,000	EOREOR
5904235000086	2,000	EOREOR
	2,000	EOREOR
5904235000840	0,000	EOREOR
5904235005210	1,000	EOREOR
5904235005203	14,000	EOREOR
5904235000789	8,000	EOREOR
5904235000161	5,000	EOREOR
0110881692109	0,000	EOREOR
3362130129035	0,000	EOREOR
8713626108723	0,000	EOREOR
5907102012908	0,000	EOREOR
5907102012915	0,000	EOREOR
5900410565173	0,000	EOREOR
4029113820103	6,000	EOREOR
4058205009867	1,000	EOREOR
4058205010825	1,000	EOREOR
4058205008891	0,000	EOREOR
00134781	0,000	EOREOR
00036559	0,000	EOREOR
5907617301443	0,000	EOREOR
4001523390223	0,000	EOREOR
8033866263359	0,000	EOREOR
8033866263366	0,000	EOREOR
00020398	0,000	EOREOR
8712044721989	0,000	EOREOR
8033866263625	0,000	EOREOR
8718531116269	0,000	EOREOR
8033866263373	0,000	EOREOR
8718531114265	6,000	EOREOR
8033866263809	0,000	EOREOR
8033866263816	0,000	EOREOR
5905857043208	0,000	EOREOR
5905857043215	0,000	EOREOR
5901875008311	8,000	EOREOR
5901875008328	0,000	EOREOR
5901875008335	0,000	EOREOR
5901875008342	0,000	EOREOR
5902077102838	0,000	EOREOR
5904816916478	4,000	EOREOR
00137034	0,000	EOREOR
5904816916577	0,000	EOREOR
00005470	0,000	EOREOR
5904235008266	5,000	EOREOR
5907617322646	7,000	EOREOR
5907617312234	0,000	EOREOR
00054706	0,000	EOREOR
00001182	0,000	EOREOR
00041546	0,000	EOREOR
5900644530961	2,000	EOREOR
5902077109424	4,000	EOREOR
5902077109448	0,000	EOREOR
5902077103071	0,000	EOREOR
5907476303220	0,000	EOREOR
00071642	0,000	EOREOR
00098663	1,000	EOREOR
00098670	0,000	EOREOR
5901875009967	0,000	EOREOR
5907102014377	1,000	EOREOR
5901875009974	0,000	EOREOR
5907102014353	0,000	EOREOR
5907102014360	3,000	EOREOR
00163705	0,000	EOREOR
00005289	2,000	EOREOR
00035712	0,000	EOREOR
	5,000	EOREOR
5903837241019	21,000	EOREOR
5903837241248	0,000	EOREOR
5903837241071	0,000	EOREOR
5903837240005	9,000	EOREOR
5903837241057	0,000	EOREOR
5903837241224	0,000	EOREOR
5907617310889	5,000	EOREOR
5907617312258	4,000	EOREOR
Z6231302662588	1,000	EOREOR
5903837208005	0,000	EOREOR
5905810197627	0,000	EOREOR
00028158	1,000	EOREOR
	126,000	EOREOR
00061445	0,000	EOREOR
00018715	0,000	EOREOR
00134729	1,000	EOREOR
00119337	0,000	EOREOR
00066983	0,000	EOREOR
00030106	0,000	EOREOR
00134712	5,000	EOREOR
00018234	28,000	EOREOR
5905810197641	0,000	EOREOR
5905810197658	0,000	EOREOR
5905810593344	3,000	EOREOR
5905810197634	0,000	EOREOR
5905810594730	3,000	EOREOR
5905810594839	0,000	EOREOR
5905810593337	4,000	EOREOR
00138116	0,000	EOREOR
5907626164619	0,000	EOREOR
5905810593375	0,000	EOREOR
8716128742594	1,000	EOREOR
5905546111928	1,000	EOREOR
5905810197702	0,000	EOREOR
5905810197719	0,000	EOREOR
15555854	1,000	EOREOR
00066433	0,000	EOREOR
	0,000	EOREOR
5904842672119	0,000	EOREOR
00113731	0,000	EOREOR
5907626156317	0,000	EOREOR
5905810042170	47,000	EOREOR
5905810154323	85,000	EOREOR
5907626150421	93,000	EOREOR
00034678	0,000	EOREOR
00045254	0,000	EOREOR
00046732	0,000	EOREOR
5907626150087	0,000	EOREOR
5903837219001	0,000	EOREOR
3664715040316	37,000	EOREOR
3664715040347	57,000	EOREOR
	0,000	EOREOR
00005401	0,000	EOREOR
5900000015859	0,000	EOREOR
00030342	0,000	EOREOR
66070136R	5,000	EOREOR
00066556	4,000	EOREOR
00158091	1,000	EOREOR
5900000018867	1,000	EOREOR
	2,000	EOREOR
2019SP00044224	0,000	EOREOR
00008426	26,800	EOREOR
	2,500	EOREOR
	0,000	EOREOR
5906660473589	263,000	EOREOR
00005494	18,000	EOREOR
00108799	42,000	EOREOR
00031875	95,100	EOREOR
	25,000	EOREOR
024847106176	70,000	EOREOR
5907502634304	0,000	EOREOR
00062053	0,000	EOREOR
00000482	0,000	EOREOR
00127325	0,000	EOREOR
00006941	2,000	EOREOR
00035538	0,000	EOREOR
00005890	0,000	EOREOR
00005524	0,000	EOREOR
00063487	1,000	EOREOR
00005548	1,000	EOREOR
00029872	1,000	EOREOR
5900290488241	5,000	EOREOR
00115971	1,000	EOREOR
8033866260082	0,000	EOREOR
00138055	0,000	EOREOR
00117319	1,000	EOREOR
5903837223008	0,000	EOREOR
5907617310902	0,000	EOREOR
5903837227105	11,000	EOREOR
5903837227150	9,000	EOREOR
5903837227051	4,000	EOREOR
5907617310896	8,000	EOREOR
5907617310919	10,000	EOREOR
	0,000	EOREOR
5902663248568	1,000	EOREOR
078257568239	1,000	EOREOR
	0,000	EOREOR
00123594	0,000	EOREOR
5903837510047	16,000	EOREOR
5907617301467	4,000	EOREOR
5907472100090	0,000	EOREOR
5901157071033	0,000	EOREOR
5901157071194	1,000	EOREOR
5901157071026	2,000	EOREOR
4010052501147	2,000	EOREOR
5900000001685	0,000	EOREOR
8719202311303	6,000	EOREOR
5903837031306	6,000	EOREOR
5903837031207	2,000	EOREOR
5907617312272	7,000	EOREOR
5903837031214	0,000	EOREOR
5907617312593	7,000	EOREOR
5907617312609	6,000	EOREOR
5907617310926	0,000	EOREOR
00070157	0,000	EOREOR
5904842674021	0,000	EOREOR
00199179	1,000	EOREOR
588691101	0,000	EOREOR
886661144891	17,000	EOREOR
795711403638	0,000	EOREOR
886661012398	3,000	EOREOR
886661870370	0,000	EOREOR
5901436716402	1,000	EOREOR
00092074	0,000	EOREOR
795711690939	57,000	EOREOR
795711356507	1868,000	EOREOR
795711340186	2622,000	EOREOR
795711374976	1657,000	EOREOR
	0,000	EOREOR
886661004058	131,000	EOREOR
795711190880	3097,000	EOREOR
5900000016108	0,000	EOREOR
	0,000	EOREOR
886661962273	2719,000	EOREOR
795711824891	0,000	EOREOR
795711344184	718,000	EOREOR
795711824112	1,000	EOREOR
795711344177	1842,000	EOREOR
	0,000	EOREOR
00027441	0,000	EOREOR
795711041397	585,000	EOREOR
00174374	12,000	EOREOR
8711295626210	1,000	EOREOR
8719202285376	0,000	EOREOR
795711267797	0,000	EOREOR
	0,000	EOREOR
795711419646	0,000	EOREOR
	0,000	EOREOR
5904517001695	11,000	EOREOR
5904517001701	20,000	EOREOR
5904517002357	10,000	EOREOR
5905568004604	0,000	EOREOR
5904517001718	15,000	EOREOR
6941057402611	1,000	EOREOR
	0,000	EOREOR
5907588510592	5,000	EOREOR
5907553505219	16,000	EOREOR
5907553505226	18,000	EOREOR
5901828859854	8,000	EOREOR
5901828859861	8,000	EOREOR
5901828857041	4,000	EOREOR
5901828857058	4,000	EOREOR
00049009	0,000	EOREOR
	0,000	EOREOR
4078500293129	3,000	EOREOR
5900000007922	4,000	EOREOR
	0,000	EOREOR
5907588531184	10,000	EOREOR
5907588510578	8,000	EOREOR
5907588510509	2,000	EOREOR
5907588510554	10,000	EOREOR
5907180856326	4,000	EOREOR
5907778333710	0,000	EOREOR
5907512603697	2,000	EOREOR
00042895	0,000	EOREOR
5907778335240	1,000	EOREOR
5900000001531	4,000	EOREOR
5907778333420	2,000	EOREOR
5907778338357	0,000	EOREOR
5907778333680	0,000	EOREOR
00031028	0,000	EOREOR
5901497400838	0,000	EOREOR
5907778333444	1,000	EOREOR
5907778333451	0,000	EOREOR
5907778333468	0,000	EOREOR
5907553504229	5,000	EOREOR
5907553504236	6,000	EOREOR
5904842001407	1,000	EOREOR
5904842001438	2,000	EOREOR
7317794310004	0,000	EOREOR
6411501311276	5,000	EOREOR
6411501371300	0,000	EOREOR
6411501430724	0,000	EOREOR
6411503460101	5,000	EOREOR
6411501372000	4,000	EOREOR
6411503460200	9,000	EOREOR
6411501372109	4,000	EOREOR
5904842001476	1,000	EOREOR
5904842001506	5,000	EOREOR
5904842001704	0,000	EOREOR
5904842001711	0,000	EOREOR
5904842001902	0,000	EOREOR
5904842169107	0,000	EOREOR
5904842269104	0,000	EOREOR
5903837930296	2,000	EOREOR
5904842113018	0,000	EOREOR
5907778332508	0,000	EOREOR
5907778332492	0,000	EOREOR
5907778332515	0,000	EOREOR
5906877019624	1,000	EOREOR
00174565	0,000	EOREOR
5904182440089	0,000	EOREOR
5904842001803	2,000	EOREOR
5904842001810	4,000	EOREOR
00071543	1,000	EOREOR
5904182440096	4,000	EOREOR
	0,000	EOREOR
00145411	0,000	EOREOR
00141529	2,000	EOREOR
00011709	1,000	EOREOR
7316571820651	0,000	EOREOR
3037005	0,000	EOREOR
5900000013688	0,000	EOREOR
5907513606000	0,000	EOREOR
5907588540353	0,000	EOREOR
00131803	0,000	EOREOR
5903837231003	9,000	EOREOR
5907617310933	5,000	EOREOR
5907617310940	11,000	EOREOR
5903837232000	0,000	EOREOR
5907472103008	0,000	EOREOR
5903116992915	0,000	EOREOR
	0,000	EOREOR
4003718060775	0,000	EOREOR
5903837239139	31,000	EOREOR
5903837239108	0,000	EOREOR
5907617310957	19,000	EOREOR
5903837337002	0,000	EOREOR
00143240	0,000	EOREOR
5907617310964	6,000	EOREOR
6411501702166	0,000	EOREOR
5907778335400	1,000	EOREOR
9788324071876	0,000	EOREOR
8711295407420	9,000	EOREOR
5908229363966	1,000	EOREOR
5908229369968	10,000	EOREOR
5908229363959	0,000	EOREOR
5908229364628	4,000	EOREOR
5908229360125	34,000	EOREOR
00001960	2,000	EOREOR
00017824	0,000	EOREOR
00001946	0,000	EOREOR
00153034	0,000	EOREOR
00032612	1,000	EOREOR
00002028	0,000	EOREOR
00134620	1,000	EOREOR
00036610	3,000	EOREOR
00134613	0,000	EOREOR
00063371	0,000	EOREOR
00134798	0,000	EOREOR
00001953	0,000	EOREOR
00134637	1,000	EOREOR
00040785	0,000	EOREOR
00017718	0,000	EOREOR
5907102003258	0,000	EOREOR
00057424	0,000	EOREOR
00145121	0,000	EOREOR
	0,000	EOREOR
5907617301474	15,000	EOREOR
5903837443048	0,000	EOREOR
5907617312753	0,000	EOREOR
5903837267101	44,000	EOREOR
5903837268009	0,000	EOREOR
00075497	1,000	EOREOR
5907617323551	11,000	EOREOR
5907617312791	7,000	EOREOR
5907617312807	9,000	EOREOR
5907617312814	4,400	EOREOR
5907617312739	9,000	EOREOR
5903837265008	0,000	EOREOR
5907617320987	0,000	EOREOR
5903837266005	0,000	EOREOR
00112079	0,000	EOREOR
	0,000	EOREOR
00046169	0,000	EOREOR
00018616	0,000	EOREOR
00076906	0,000	EOREOR
00144469	0,000	EOREOR
00112055	0,000	EOREOR
00135825	0,000	EOREOR
5903837019304	0,000	EOREOR
5903837019250	0,000	EOREOR
5903837019267	0,000	EOREOR
5903837019502	10,000	EOREOR
5903837019205	0,000	EOREOR
5907617310971	0,000	EOREOR
00158657	0,000	EOREOR
5903837019151	0,000	EOREOR
5903837019106	0,000	EOREOR
5905810041180	0,000	EOREOR
00177450	0,000	EOREOR
00114776	0,000	EOREOR
00131094	11,000	EOREOR
5907617300576	16,000	EOREOR
5903837493432	0,000	EOREOR
5903837444670	5,000	EOREOR
5907617302013	8,000	EOREOR
5907617303164	6,000	EOREOR
5903837446353	0,000	EOREOR
5904232226236	0,000	EOREOR
5907617321199	6,000	EOREOR
5906874758151	2,000	EOREOR
5907617300583	43,000	EOREOR
5907617303935	6,000	EOREOR
5907617305311	4,000	EOREOR
5907617305564	0,000	EOREOR
5907617300590	0,000	EOREOR
5907745980954	0,000	EOREOR
5907617324855	8,000	EOREOR
5907617303652	8,000	EOREOR
5907745980879	0,000	EOREOR
5903837446001	0,000	EOREOR
5903837446032	0,000	EOREOR
5907617322950	7,000	EOREOR
5907745980930	0,000	EOREOR
5907617300606	2,000	EOREOR
5907617302006	20,000	EOREOR
5903837446728	0,000	EOREOR
5907617322431	3,000	EOREOR
5907745980886	0,000	EOREOR
5903837446025	0,000	EOREOR
5903837446223	4,000	EOREOR
5903837444304	0,000	EOREOR
5907617300613	0,000	EOREOR
5907617324848	9,000	EOREOR
5907617303669	1,000	EOREOR
5903837446230	0,000	EOREOR
5903837444656	7,000	EOREOR
5903837493456	0,000	EOREOR
5903837446858	15,000	EOREOR
5903837446100	0,000	EOREOR
5903837493463	3,000	EOREOR
5903837446087	52,000	EOREOR
5903837446711	3,000	EOREOR
5903837446940	7,000	EOREOR
5903837446865	1,000	EOREOR
5903837446322	0,000	EOREOR
5903837446476	23,000	EOREOR
5903837446209	62,000	EOREOR
5903837445004	0,000	EOREOR
5903837445608	29,000	EOREOR
5903837445301	0,000	EOREOR
5903837493449	0,000	EOREOR
5903837444502	21,000	EOREOR
5903837446308	0,000	EOREOR
5903837444205	73,000	EOREOR
5907617302075	5,000	EOREOR
5907617300620	24,000	EOREOR
5907617322967	6,000	EOREOR
5907617323698	0,000	EOREOR
5907617300637	0,000	EOREOR
5907617300644	16,000	EOREOR
5907617302082	2,000	EOREOR
5903837445707	26,000	EOREOR
5906874758144	25,000	EOREOR
5907617305335	10,000	EOREOR
5907745980916	0,000	EOREOR
5907617304871	16,000	EOREOR
5907617305342	6,000	EOREOR
5907617305571	8,000	EOREOR
5907617303171	0,000	EOREOR
5903837493821	7,000	EOREOR
5903837493838	3,000	EOREOR
5903837493104	13,000	EOREOR
5903837493807	0,000	EOREOR
5903837446377	0,000	EOREOR
5903837444212	2,000	EOREOR
5907617302099	24,000	EOREOR
5903837444236	0,000	EOREOR
5907617305328	1,000	EOREOR
5903837444823	8,000	EOREOR
5907617320345	17,000	EOREOR
5907617324862	18,000	EOREOR
5907617322813	5,000	EOREOR
5907617321038	0,000	EOREOR
5903837446285	6,000	EOREOR
8033866264301	0,000	EOREOR
5901947500729	0,000	EOREOR
8033866264448	0,000	EOREOR
8033866264387	0,000	EOREOR
8033866264134	0,000	EOREOR
8033866264110	0,000	EOREOR
4000159486249	0,000	EOREOR
5904512093060	0,000	EOREOR
5901832509110	0,000	EOREOR
4046719719822	2,000	EOREOR
5907698017721	0,000	EOREOR
5904816918717	0,000	EOREOR
5907102009595	0,000	EOREOR
5901875006935	0,000	EOREOR
5907102008956	10,000	EOREOR
5907102008932	0,000	EOREOR
5901875004740	0,000	EOREOR
5902004539348	0,000	EOREOR
5907102004361	0,000	EOREOR
5902004539355	0,000	EOREOR
00052252	1,000	EOREOR
5900000016320	1,000	EOREOR
	0,000	EOREOR
00056229	0,000	EOREOR
00169189	0,000	EOREOR
	3,000	EOREOR
	0,000	EOREOR
	12,500	EOREOR
5907695604849	0,000	EOREOR
5907695604856	0,000	EOREOR
5907695604863	1,000	EOREOR
5907695604818	0,000	EOREOR
5907695604825	3,000	EOREOR
5907695604832	0,000	EOREOR
00091220	0,000	EOREOR
5900000000688	0,000	EOREOR
5900000006161	1,000	EOREOR
00106856	0,000	EOREOR
6941057402031	0,000	EOREOR
066296102002	3,000	EOREOR
0009146	5,000	EOREOR
00082990	1,000	EOREOR
00083027	1,000	EOREOR
00017701	0,000	EOREOR
6941057457031	0,000	EOREOR
6941057459899	0,000	EOREOR
00032117	0,000	EOREOR
5901875009509	11,000	EOREOR
5901875009516	0,000	EOREOR
15570000	0,000	EOREOR
PP37005404520	0,000	EOREOR
5903837511044	5,000	EOREOR
5907617301481	2,000	EOREOR
4051451704241	0,000	EOREOR
5907617300071	3,000	EOREOR
5907617304826	1,000	EOREOR
5903837447008	10,000	EOREOR
5903837447251	15,000	EOREOR
5907617322776	5,000	EOREOR
00084703	7,000	EOREOR
00154178	0,000	EOREOR
00008730	0,000	EOREOR
00157353	0,000	EOREOR
5907544429685	4,000	EOREOR
5907544429692	0,000	EOREOR
5906365349400	4,000	EOREOR
5907180855213	1,000	EOREOR
5906365349424	1,000	EOREOR
5904517262409	0,000	EOREOR
5904517107946	0,000	EOREOR
5904517025899	18,000	EOREOR
5904517281332	0,000	EOREOR
5904517224445	0,000	EOREOR
00113502	0,000	EOREOR
00168557	0,000	EOREOR
5900644531722	3,000	EOREOR
5904842111212	0,000	EOREOR
5907617305182	8,000	EOREOR
5905810197016	0,000	EOREOR
5905810198198	0,000	EOREOR
5905810197726	0,000	EOREOR
5905810197757	0,000	EOREOR
5907626185225	0,000	EOREOR
5905810197740	0,000	EOREOR
5905810198020	0,000	EOREOR
5905810042095	0,000	EOREOR
5905810198228	0,000	EOREOR
5905810197771	0,000	EOREOR
5905810197788	0,000	EOREOR
5905810197825	0,000	EOREOR
5905810197832	0,000	EOREOR
5905810197849	0,000	EOREOR
5905810197870	0,000	EOREOR
5905810042088	0,000	EOREOR
5905810197733	0,000	EOREOR
5902341102809	0,000	EOREOR
5907102001629	2,000	EOREOR
5907102001636	32,000	EOREOR
5907102001643	41,000	EOREOR
5907660110412	0,000	EOREOR
5902004539591	0,000	EOREOR
5907544438908	3,000	EOREOR
00070539	1,000	EOREOR
5907617323773	6,000	EOREOR
5903837369607	0,000	EOREOR
5907617321083	0,000	EOREOR
5907617323780	8,000	EOREOR
5903837493722	0,000	EOREOR
5907617320727	0,000	EOREOR
5903837364572	3,000	EOREOR
5903837373086	0,000	EOREOR
5903837373413	2,000	EOREOR
5903837364503	11,000	EOREOR
5903837373314	2,000	EOREOR
5903837373055	0,000	EOREOR
5903837364558	3,000	EOREOR
5903837364527	0,000	EOREOR
5907617323797	6,000	EOREOR
5907617320352	1,000	EOREOR
5907617320017	6,000	EOREOR
5907617312852	0,000	EOREOR
5907472102872	6,000	EOREOR
5907617320024	4,000	EOREOR
5907472102131	0,000	EOREOR
5903837364312	12,000	EOREOR
5907617312838	0,000	EOREOR
5903837364107	0,000	EOREOR
5907617300118	7,000	EOREOR
5907617312845	4,000	EOREOR
5907617322349	0,000	EOREOR
5907617322325	0,000	EOREOR
5907617323766	4,000	EOREOR
5903837198009	10,000	EOREOR
4001523362183	0,000	EOREOR
5907617305496	0,000	EOREOR
5903837516353	17,000	EOREOR
4001523362305	0,000	EOREOR
5907617304710	6,000	EOREOR
00023733	0,000	EOREOR
4001523362275	0,000	EOREOR
5907617301498	8,000	EOREOR
4001523362213	0,000	EOREOR
4051451700731	0,000	EOREOR
5903837516049	0,000	EOREOR
4001523362244	0,000	EOREOR
00136396	1,000	EOREOR
00030953	0,000	EOREOR
00186230	0,000	EOREOR
00186254	18,000	EOREOR
00053464	5,000	EOREOR
5902641902086	0,000	EOREOR
5902641902048	0,000	EOREOR
5900026003106	0,000	EOREOR
5900026003243	4,000	EOREOR
5900026003205	0,000	EOREOR
5900026003120	6,000	EOREOR
5900026003328	0,000	EOREOR
5908230050534	0,000	EOREOR
5908230050633	0,000	EOREOR
5908230050657	0,000	EOREOR
5908230050541	0,000	EOREOR
5908230050640	0,000	EOREOR
	0,000	EOREOR
00025720	31,000	EOREOR
5904842727628	0,000	EOREOR
5904842727635	0,000	EOREOR
	0,000	EOREOR
00143929	0,000	EOREOR
00116923	0,000	EOREOR
00179607	1,000	EOREOR
00160407	0,000	EOREOR
00006118	21,000	EOREOR
5903837013005	4,000	EOREOR
00141666	0,000	EOREOR
00141642	0,000	EOREOR
00180153	2,000	EOREOR
00019538	0,000	EOREOR
00137331	0,000	EOREOR
00141635	1,000	EOREOR
00112154	2,000	EOREOR
00141659	2,000	EOREOR
00180160	0,000	EOREOR
00180146	0,000	EOREOR
00018401	0,000	EOREOR
5903837247004	0,000	EOREOR
3182670197048	0,000	EOREOR
3182670197055	0,000	EOREOR
5907547407963	0,000	EOREOR
5900498007299	15,000	EOREOR
5900861138513	7,000	EOREOR
5900498007305	0,000	EOREOR
5900498009682	4,000	EOREOR
7316040041532	0,000	EOREOR
5904842001490	5,000	EOREOR
00039963	0,000	EOREOR
00027076	0,000	EOREOR
5907778332881	3,000	EOREOR
00027069	0,000	EOREOR
5907778332379	4,000	EOREOR
5902738306537	0,000	EOREOR
5904842001469	4,000	EOREOR
5904842065027	5,000	EOREOR
5904842065034	1,000	EOREOR
5904842065331	0,000	EOREOR
5904842065157	0,000	EOREOR
	0,000	EOREOR
5902077104030	6,000	EOREOR
00137966	0,000	EOREOR
4013738421395	1,000	EOREOR
4013738077448	2,000	EOREOR
4013738421531	2,000	EOREOR
4013738070081	1,000	EOREOR
4013738541635	6,000	EOREOR
4013738083661	2,000	EOREOR
4013738173461	3,000	EOREOR
4013738171542	1,000	EOREOR
4013738171559	1,000	EOREOR
4013738171528	1,000	EOREOR
4013738134691	0,000	EOREOR
4013738137517	1,000	EOREOR
4013738137470	0,000	EOREOR
4013921091275	2,000	EOREOR
4013921091084	4,000	EOREOR
4013921091091	3,000	EOREOR
4013921091107	0,000	EOREOR
4013921091114	2,000	EOREOR
4013921091121	1,000	EOREOR
4013921091138	2,000	EOREOR
4013921051415	3,000	EOREOR
4013921051422	6,000	EOREOR
4013921051439	4,000	EOREOR
4013921051446	0,000	EOREOR
4013921051453	3,000	EOREOR
4013921091053	3,000	EOREOR
4013921090995	3,000	EOREOR
4013921091008	1,000	EOREOR
4013921091015	0,000	EOREOR
4013921091022	4,000	EOREOR
4013921091268	4,000	EOREOR
4013921091282	0,000	EOREOR
4013921091299	2,000	EOREOR
4013921100090	1,000	EOREOR
4013921100120	0,000	EOREOR
4013921100137	2,000	EOREOR
4013921100144	1,000	EOREOR
5901947516676	0,000	EOREOR
5905925078637	0,000	EOREOR
5900119057870	4,000	EOREOR
5900119047871	5,000	EOREOR
5900119747870	0,000	EOREOR
5900119837878	1,000	EOREOR
5900119277872	0,000	EOREOR
5900119527878	2,000	EOREOR
5900119827879	0,000	EOREOR
5900119827862	0,000	EOREOR
5900119057863	1,000	EOREOR
5900119747863	0,000	EOREOR
5900119837861	0,000	EOREOR
5900119527861	0,000	EOREOR
5900119047864	0,000	EOREOR
9788324071074	1,000	EOREOR
5907474321707	0,000	EOREOR
5905925087844	0,000	EOREOR
5900119828807	0,000	EOREOR
5900119148806	0,000	EOREOR
5900119058808	0,000	EOREOR
5900119048809	0,000	EOREOR
5900119748808	0,000	EOREOR
5900119828814	0,000	EOREOR
5900119148813	2,000	EOREOR
5900119058815	1,000	EOREOR
5900119048816	1,000	EOREOR
5900119828821	4,000	EOREOR
5900119148820	9,000	EOREOR
5900119058822	4,000	EOREOR
5900119048823	7,000	EOREOR
5900119823161	1,000	EOREOR
5900119043163	0,000	EOREOR
5900119683161	4,000	EOREOR
5900119393169	0,000	EOREOR
	0,000	EOREOR
5900119523160	0,000	EOREOR
5900119563173	1,000	EOREOR
5900119043170	0,000	EOREOR
5900119393176	0,000	EOREOR
5900119683178	6,000	EOREOR
5900119693177	0,000	EOREOR
5900119743179	0,000	EOREOR
00078382	1,000	EOREOR
5907474317106	1,000	EOREOR
5907474317113	5,000	EOREOR
5907474317120	0,000	EOREOR
5907474317137	0,000	EOREOR
5900119277896	0,000	EOREOR
5900119827893	0,000	EOREOR
5900119747894	0,000	EOREOR
5900119837892	0,000	EOREOR
5900119057894	0,000	EOREOR
8595096904858	0,000	EOREOR
8595096904841	0,000	EOREOR
8595096904865	0,000	EOREOR
	0,000	EOREOR
5907484592463	0,000	EOREOR
5907484592456	0,000	EOREOR
5907484592449	0,000	EOREOR
00035118	0,000	EOREOR
00124492	0,000	EOREOR
5905546130271	1,000	EOREOR
5906877022334	0,000	EOREOR
5906877024390	0,000	EOREOR
5906877024468	0,000	EOREOR
5905925088230	0,000	EOREOR
5907484591213	8,000	EOREOR
5907484591190	5,000	EOREOR
5907484591183	0,000	EOREOR
5907484591176	0,000	EOREOR
5907484591169	0,000	EOREOR
5907484591152	0,000	EOREOR
5907484591145	0,000	EOREOR
5907484591138	0,000	EOREOR
5907484591121	0,000	EOREOR
5907484591114	0,000	EOREOR
5900000015361	0,000	EOREOR
00020497	0,000	EOREOR
2500099018170	0,000	EOREOR
00077361	0,000	EOREOR
00154451	0,000	EOREOR
00187718	0,000	EOREOR
00071116	0,000	EOREOR
00180979	0,000	EOREOR
00070195	0,000	EOREOR
2500099027455	0,000	EOREOR
2500099019887	0,000	EOREOR
00025317	0,000	EOREOR
5900644531876	0,000	EOREOR
5907617322066	0,000	EOREOR
5907617322103	7,000	EOREOR
5907617322110	0,000	EOREOR
5907617322042	5,000	EOREOR
5907617322127	4,000	EOREOR
5907617322073	8,000	EOREOR
5907617322097	1,000	EOREOR
5907617322080	1,000	EOREOR
5907617322059	0,000	EOREOR
4028162251906	0,000	EOREOR
4028162303292	0,000	EOREOR
7311518012014	0,000	EOREOR
5907180853165	3,000	EOREOR
5907180852991	7,000	EOREOR
5907180853004	5,000	EOREOR
5907180853011	2,000	EOREOR
5907180853028	0,000	EOREOR
5906992573216	0,000	EOREOR
5907487101457	0,000	EOREOR
5907487102621	44,000	EOREOR
5907487102638	0,000	EOREOR
5907730800304	0,000	EOREOR
5907730800298	0,000	EOREOR
	0,000	EOREOR
00143974	1,000	EOREOR
00083355	0,000	EOREOR
00086240	0,000	EOREOR
00086233	0,000	EOREOR
00083294	3,000	EOREOR
63357998	0,000	EOREOR
00047524	6,000	EOREOR
5902341101277	0,000	EOREOR
